,release_date,release_year,title,genre,prod_method,creative_type,budget,dom_gross,int_gross,world_gross,release_month
1846,2010-08-03,2010,Sammy's avonturen: De geheime doorgang,Adventure,Digital Animation,Kids Fiction,25000000,0,71594792,71594792.0,August
1847,2010-04-23,2010,The Losers,Action,Live Action,Contemporary Fiction,25000000,23591432,6272408,29863840.0,April
1848,2010-09-10,2010,The Conspirator,Drama,Live Action,Dramatization,25000000,11538204,4369207,15907411.0,September
1849,2011-02-08,2011,The Eagle,Action,Live Action,Historical Fiction,25000000,19490041,19503507,38993548.0,February
1850,2010-10-08,2010,My Soul to Take,Horror,Live Action,Contemporary Fiction,25000000,14744435,1983035,16727470.0,October
1851,2011-09-09,2011,Warrior,Drama,Live Action,Contemporary Fiction,25000000,13657115,10558270,24215385.0,September
1852,2010-03-18,2010,Belka i Strelka. Zvezdnye sobaki,Adventure,Digital Animation,Kids Fiction,25000000,0,9445081,9445081.0,March
1854,2011-09-23,2011,Machine Gun Preacher,Drama,Live Action,Dramatization,30000000,538690,3183298,3721988.0,September
1855,2010-11-18,2010,The Next Three Days,Thriller/Suspense,Live Action,Contemporary Fiction,30000000,21148651,46107265,67255916.0,November
1856,2011-04-29,2011,Hoodwinked Too: Hood vs. Evil,Adventure,Digital Animation,Kids Fiction,30000000,10143779,13209332,23353111.0,April
1857,2010-10-07,2010,Konferenz der Tiere,Adventure,Digital Animation,Kids Fiction,30000000,0,53048539,53048539.0,October
1859,2011-08-18,2011,Fright Night,Horror,Live Action,Contemporary Fiction,30000000,18298649,22222000,40520649.0,August
1860,2011-04-13,2011,Winnie the Pooh,Adventure,Hand Animation,Kids Fiction,30000000,26692846,23452761,50145607.0,April
1861,2011-02-03,2011,Sanctum,Adventure,Live Action,Dramatization,30000000,23209310,81074443,104283753.0,February
1862,2010-08-27,2010,Going the Distance,Romantic Comedy,Live Action,Contemporary Fiction,32000000,17804299,25799691,43603990.0,August
1863,2010-03-18,2010,Repo Men,Action,Live Action,Science Fiction,32000000,13942007,4253231,18195238.0,March
1864,2012-02-23,2012,Wanderlust,Comedy,Live Action,Contemporary Fiction,32500000,17288155,6871779,24159934.0,February
1865,2011-12-22,2011,The Darkest Hour,Action,Live Action,Science Fiction,34800000,21443494,41388221,62831715.0,December
1867,2010-04-02,2010,Furry Vengeance,Adventure,Live Action,Kids Fiction,35000000,17630465,21709712,39340177.0,April
1868,2011-05-18,2011,The Tree of Life,Drama,Live Action,Historical Fiction,35000000,13305665,48416161,61721826.0,May
1869,2011-09-22,2011,Abduction,Thriller/Suspense,Live Action,Contemporary Fiction,35000000,28087155,58561204,86648359.0,September
1870,2010-10-20,2010,Biutiful,Drama,Live Action,Contemporary Fiction,35000000,5101237,19586287,24687524.0,October
1872,2011-01-07,2011,Season of the Witch,Thriller/Suspense,Live Action,Fantasy,40000000,24827228,66299372,91126600.0,January
1874,2011-10-13,2011,The Big Year,Comedy,Live Action,Contemporary Fiction,41000000,7204138,480386,7684524.0,October
1875,2010-12-02,2010,The Warrior's Way,Western,Live Action,Historical Fiction,42000000,5666340,2847985,8514325.0,December
1876,2011-10-13,2011,The Rum Diary,Drama,Live Action,Historical Fiction,45000000,13109815,8434917,21544732.0,October
1877,2010-02-12,2010,The Ghost Writer,Thriller/Suspense,Live Action,Contemporary Fiction,45000000,15541549,49990942,65532491.0,February
1878,2010-08-22,2010,Arthur and the War of Two Worlds,Adventure,Animation/Live Action,Fantasy,45500000,347136,35833688,36180824.0,August
1879,2010-06-18,2010,Jonah Hex,Action,Live Action,Historical Fiction,47000000,10547117,475579,11022696.0,June
1881,2011-09-29,2011,Dream House,Horror,Live Action,Contemporary Fiction,50000000,21302340,20339826,41642166.0,September
1882,2011-04-08,2011,Your Highness,Comedy,Live Action,Fantasy,50000000,21596445,4525193,26121638.0,April
1883,2011-02-24,2011,Drive Angry,Action,Live Action,Fantasy,50000000,10721033,30321550,41042583.0,February
1884,2012-09-27,2012,Upside Down,Romantic Comedy,Live Action,Science Fiction,50000000,102118,26284921,26387039.0,September
1887,2010-01-22,2010,Oceans,Documentary,Live Action,Factual,80000000,19422319,67365211,86787530.0,January
1888,2011-08-17,2011,Conan the Barbarian,Action,Live Action,Fantasy,90000000,21295021,42061112,63356133.0,August
1889,2012-12-03,2012,The Nutcracker in 3D,Musical,Animation/Live Action,Kids Fiction,90000000,195459,20270557,20466016.0,December
1890,2010-02-01,2010,Percy Jackson & the Olympians: The Lightning Thief,Adventure,Live Action,Fantasy,95000000,88768303,134282571,223050874.0,February
1891,2010-07-10,2010,Legend of the Guardians: The Owls of Ga'Hoole,Adventure,Digital Animation,Kids Fiction,100000000,55675313,84041404,139716717.0,July
1892,2011-07-07,2011,Harry Potter and the Deathly Hallows: Part I,Adventure,Animation/Live Action,Fantasy,125000000,296131568,664300000,960431568.0,July
1894,2011-03-09,2011,Mars Needs Moms,Adventure,Digital Animation,Science Fiction,150000000,21392758,18157000,39549758.0,March
1895,2010-12-02,2010,The Chronicles of Narnia: The Voyage of the Dawn Treader,Adventure,Animation/Live Action,Fantasy,155000000,104386950,313800000,418186950.0,December
1898,2011-11-23,2011,My Week with Marilyn,Drama,Live Action,Historical Fiction,10000000,14597405,19643167,34240572.0,November
1899,2013-01-01,2013,Movie 43,Comedy,Multiple Production Methods,Multiple Creative Types,10000000,8840453,22324294,31164747.0,January
1900,2011-09-10,2011,Killer Joe,Black Comedy,Live Action,Contemporary Fiction,10000000,1291645,3367465,4659110.0,September
1901,2012-06-22,2012,Seeking a Friend for the End of the World,Comedy,Live Action,Science Fiction,10000000,7078738,4688221,11766959.0,June
1903,2012-02-10,2012,LOL,Comedy,Live Action,Contemporary Fiction,11000000,0,10431506,10431506.0,February
1904,2012-09-08,2012,Quartet,Comedy,Live Action,Contemporary Fiction,11000000,18388357,37790578,56178935.0,September
1905,2011-12-09,2011,Young Adult,Comedy,Live Action,Contemporary Fiction,12000000,16311571,6438785,22750356.0,December
1906,2012-06-01,2012,For Greater Glory: The True Story of Cristiada,Action,Live Action,Dramatization,12000000,5669081,4357174,10026255.0,June
1907,2012-09-14,2012,Arbitrage,Thriller/Suspense,Live Action,Contemporary Fiction,12000000,7919574,27911139,35830713.0,September
1908,2011-01-01,2011,Tu Xia Chuan Qi,Adventure,Digital Animation,Kids Fiction,12000000,0,1828400,1828400.0,January
1909,2013-02-28,2013,Stoker,Drama,Live Action,Contemporary Fiction,12000000,1703125,10331788,12034913.0,February
1910,2011-04-14,2011,5 Days of War,Drama,Live Action,Dramatization,12000000,17479,70314,87793.0,April
1911,2011-12-23,2011,In The Land of Blood and Honey,Drama,Live Action,Historical Fiction,13000000,303877,205316,509193.0,December
1912,2011-05-12,2011,Attack the Block,Action,Live Action,Fantasy,13000000,1024175,5435008,6459183.0,May
1913,2010-09-01,2010,Reign of Assassins,Action,Live Action,Historical Fiction,14000000,0,11354230,11354230.0,September
1914,2011-11-04,2011,The Son of No One,Drama,Live Action,Contemporary Fiction,15000000,30680,1117898,1148578.0,November
1915,2011-03-02,2011,One Day,Drama,Live Action,Contemporary Fiction,15000000,13843771,45324921,59168692.0,March
1916,2011-10-14,2011,A Few Best Men,Comedy,Live Action,Contemporary Fiction,15000000,0,17224539,17224539.0,October
1917,2012-09-23,2012,Promised Land,Drama,Live Action,Historical Fiction,15000000,7597898,4796664,12394562.0,September
1918,2012-11-02,2012,The Man with the Iron Fists,Action,Live Action,Contemporary Fiction,15000000,15634090,6384898,22018988.0,November
1919,2012-06-29,2012,People Like Us,Drama,Live Action,Contemporary Fiction,16000000,12431792,185680,12617472.0,June
1920,2012-08-25,2012,Vamps,Romantic Comedy,Live Action,Contemporary Fiction,16000000,3361,91451,94812.0,August
1921,2012-08-23,2012,The Apparition,Horror,Live Action,Contemporary Fiction,17000000,4936819,5700462,10637281.0,August
1922,2012-03-02,2012,Red Lights,Thriller/Suspense,Live Action,Contemporary Fiction,17700000,49521,14469363,14518884.0,March
1923,2013-12-27,2013,Labor Day,Drama,Live Action,Contemporary Fiction,18000000,13371528,818282,14189810.0,December
1924,2012-09-28,2012,Won't Back Down,Drama,Live Action,Contemporary Fiction,19000000,5310554,434949,5745503.0,September
1925,2011-02-11,2011,The Devil's Double,Drama,Live Action,Dramatization,19100000,1361512,4604134,5965646.0,February
1926,2012-04-12,2012,Lockout,Thriller/Suspense,Live Action,Science Fiction,20000000,14326865,19616184,33943049.0,April
1927,2011-09-30,2011,A Dangerous Method,Drama,Live Action,Dramatization,20000000,5702083,9105448,14807531.0,September
1928,2012-04-04,2012,The Cold Light of Day,Thriller/Suspense,Live Action,Contemporary Fiction,20000000,3763583,21597623,25361206.0,April
1929,2011-09-16,2011,Tinker Tailor Soldier Spy,Thriller/Suspense,Live Action,Historical Fiction,21000000,24149393,57303418,81452811.0,September
1930,2011-11-06,2011,Haywire,Thriller/Suspense,Live Action,Contemporary Fiction,23000000,18942396,17432304,36374700.0,November
1931,2011-09-16,2011,I Don't Know How She Does It,Comedy,Live Action,Contemporary Fiction,24000000,9659074,14815389,24474463.0,September
1932,2011-09-16,2011,Carnage,Drama,Live Action,Contemporary Fiction,25000000,2546747,35565407,38112154.0,September
1933,2011-09-02,2011,Shark Night 3D,Horror,Live Action,Contemporary Fiction,25000000,18877153,0,18877153.0,September
1934,2011-03-03,2011,Ironclad,Action,Live Action,Historical Fiction,25000000,0,5297411,5297411.0,March
1935,2010-10-20,2010,Les petits mouchoirs,Comedy,Live Action,Contemporary Fiction,25000000,205505,48325382,48530887.0,October
1936,2011-12-08,2011,New Year’s Eve,Romantic Comedy,Live Action,Contemporary Fiction,26000000,54544638,92305635,146850273.0,December
1937,2012-03-09,2012,The Raven,Thriller/Suspense,Live Action,Historical Fiction,26000000,16008272,14593529,30601801.0,March
1938,2011-10-21,2011,Anonymous,Thriller/Suspense,Live Action,Historical Fiction,27500000,4463292,11352217,15815509.0,October
1939,2011-07-03,2011,Xinhai geming,Drama,Live Action,Historical Fiction,30000000,135739,8457415,8593154.0,July
1940,2013-04-25,2013,The Big Wedding,Romantic Comedy,Live Action,Contemporary Fiction,32500000,21819348,26606623,48425971.0,April
1941,2012-04-16,2012,Safe,Action,Live Action,Contemporary Fiction,33000000,17142080,24353133,41495213.0,April
1942,2012-08-24,2012,Premium Rush,Thriller/Suspense,Live Action,Contemporary Fiction,35000000,20275446,11117755,31393201.0,August
1943,2013-01-23,2013,Parker,Thriller/Suspense,Live Action,Contemporary Fiction,35000000,17616641,30926747,48543388.0,January
1944,2011-10-13,2011,Trespass,Thriller/Suspense,Live Action,Contemporary Fiction,35000000,16816,769716,786532.0,October
1945,2011-03-25,2011,There Be Dragons,Drama,Live Action,Dramatization,36000000,1069334,2951656,4020990.0,March
1947,2012-03-07,2012,A Thousand Words,Comedy,Live Action,Contemporary Fiction,40000000,18450127,2340359,20790486.0,March
1949,2011-10-12,2011,Un monstre à Paris ,Adventure,Digital Animation,Fantasy,40000000,0,27000381,27000381.0,October
1950,2012-02-02,2012,Big Miracle,Drama,Live Action,Dramatization,40000000,20157300,5111380,25268680.0,February
1951,2012-01-13,2012,Man on a Ledge,Thriller/Suspense,Live Action,Contemporary Fiction,42000000,18620000,27068337,45688337.0,January
1952,2012-09-07,2012,Dredd,Action,Live Action,Science Fiction,45000000,13414714,28052892,41467606.0,September
1953,2011-09-15,2011,Johnny English Reborn,Adventure,Live Action,Contemporary Fiction,45000000,8406711,156233690,164640401.0,September
1956,2013-01-31,2013,Bullet to the Head,Action,Live Action,Contemporary Fiction,55000000,9489829,13108140,22597969.0,January
1957,2014-08-20,2014,Sin City: A Dame to Kill For,Action,Live Action,Fantasy,65000000,13757804,26893038,40650842.0,August
1958,2011-09-23,2011,Killer Elite,Action,Live Action,Contemporary Fiction,70000000,25124986,40284060,65409046.0,September
1964,2011-07-07,2011,Harry Potter and the Deathly Hallows: Part II,Adventure,Animation/Live Action,Fantasy,125000000,381193157,960500000,1341693157.0,July
1966,2011-12-07,2011,Mission: Impossible—Ghost Protocol,Action,Live Action,Contemporary Fiction,145000000,209397903,485315327,694713230.0,December
1970,2011-05-14,2011,Pirates of the Caribbean: On Stranger Tides,Adventure,Live Action,Fantasy,410600000,241063875,804600000,1045663875.0,May
1971,2012-10-12,2012,Atlas Shrugged: Part II,Drama,Live Action,Science Fiction,10000000,3336053,0,3336053.0,October
1972,2012-09-21,2012,The Collection,Horror,Live Action,Contemporary Fiction,10000000,6810754,2079340,8890094.0,September
1973,2012-09-01,2012,The Iceman,Drama,Live Action,Dramatization,10000000,1930282,1693327,3623609.0,September
1974,2012-08-17,2012,Sparkle,Drama,Live Action,Historical Fiction,10000000,24397469,262854,24660323.0,August
1975,2013-04-26,2013,Mud,Drama,Live Action,Contemporary Fiction,10000000,21590086,9966873,31556959.0,April
1977,2013-10-13,2013,Inside Llewyn Davis,Drama,Live Action,Historical Fiction,11000000,13248209,19695038,32943247.0,October
1978,2013-05-09,2013,Peeples,Romantic Comedy,Live Action,Contemporary Fiction,11000000,9177065,130101,9307166.0,May
1979,2012-12-12,2012,Ernest et Celestine,Adventure,Hand Animation,Kids Fiction,12500000,292562,9083882,9376444.0,December
1980,2012-09-14,2012,The Paperboy,Thriller/Suspense,Live Action,Historical Fiction,12500000,677200,2844953,3522153.0,September
1981,2013-03-21,2013,Admission,Romantic Comedy,Live Action,Contemporary Fiction,13000000,18007317,726349,18733666.0,March
1982,2012-10-12,2012,Seven Psychopaths,Comedy,Live Action,Contemporary Fiction,13500000,15024049,18011687,33035736.0,October
1983,2012-10-24,2012,Fun Size ,Comedy,Live Action,Contemporary Fiction,14000000,9409538,1757077,11166615.0,October
1984,2012-07-30,2012,Killing Them Softly,Thriller/Suspense,Live Action,Contemporary Fiction,15000000,14945541,24292902,39238443.0,July
1985,2013-03-14,2013,The Place Beyond the Pines,Drama,Live Action,Contemporary Fiction,15000000,21403519,25607930,47011449.0,March
1986,2013-03-17,2013,The Reluctant Fundamentalist,Drama,Live Action,Contemporary Fiction,15000000,528731,0,528731.0,March
1987,2013-03-27,2013,Trance,Thriller/Suspense,Live Action,Contemporary Fiction,16000000,2322593,20271459,22594052.0,March
1988,2013-01-03,2013,Phantom,Thriller/Suspense,Live Action,Historical Fiction,18000000,1034589,164921,1199510.0,January
1989,2012-05-17,2012,De rouille et d’os,Drama,Live Action,Contemporary Fiction,19500000,2061449,27332185,29393634.0,May
1990,2012-10-10,2012,Silent Hill: Revelation 3D,Horror,Live Action,Fantasy,20000000,17530219,38445453,55975672.0,October
1991,2012-10-25,2012,Chasing Mavericks,Drama,Live Action,Dramatization,20000000,6002756,2298065,8300821.0,October
1992,2012-06-05,2012,Zambezia,Adventure,Digital Animation,Kids Fiction,20000000,0,34454336,34454336.0,June
1993,2012-04-20,2012,To Rome with Love,Romantic Comedy,Live Action,Contemporary Fiction,21500000,16684352,57641663,74326015.0,April
1994,2012-08-22,2012,Hit & Run,Comedy,Live Action,Contemporary Fiction,22000000,13749300,3467655,17216955.0,August
1996,2012-11-09,2012,Cirque du Soleil: Worlds Away,Drama,Live Action,Fantasy,25000000,12512862,15500000,28012862.0,November
1997,2013-01-12,2013,The Last Stand,Action,Live Action,Contemporary Fiction,30000000,12050299,36280458,48330757.0,January
1998,2013-03-08,2013,Dead Man Down,Thriller/Suspense,Live Action,Contemporary Fiction,30000000,10895295,8704679,19599974.0,March
1999,2013-03-14,2013,The Incredible Burt Wonderstone,Comedy,Live Action,Contemporary Fiction,32000000,22537881,4854728,27392609.0,March
2000,2013-01-18,2013,Broken City,Thriller/Suspense,Live Action,Contemporary Fiction,35000000,19701164,14778881,34480045.0,January
2001,2012-09-06,2012,Stolen,Action,Live Action,Contemporary Fiction,35000000,289773,17677973,17967746.0,September
2002,2012-09-07,2012,The Master,Drama,Live Action,Historical Fiction,37500000,16247159,34400257,50647416.0,September
2003,2013-08-14,2013,Paranoia,Thriller/Suspense,Live Action,Contemporary Fiction,40000000,7388654,8952113,16340767.0,August
2004,2012-06-15,2012,Foodfight!,Adventure,Digital Animation,Kids Fiction,45000000,0,73706,73706.0,June
2005,2012-09-06,2012,Anna Karenina,Drama,Live Action,Historical Fiction,49000000,12816367,58188260,71004627.0,September
2006,2013-02-13,2013,Beautiful Creatures,Thriller/Suspense,Live Action,Fantasy,50000000,19452138,40830738,60282876.0,February
2009,2014-01-22,2014,"I, Frankenstein",Action,Live Action,Fantasy,65000000,19075290,55500000,74575290.0,January
2010,2019-11-14,2019,Les Miserables,Musical,Live Action,Historical Fiction,65000000,148809770,293359282,442169052.0,November
2012,2012-10-17,2012,Astérix et Obélix: Au service de Sa Majesté ,Adventure,Live Action,Fantasy,77600000,0,60680125,60680125.0,October
2013,2014-02-18,2014,Pompeii,Drama,Live Action,Historical Fiction,80000000,23169033,85300000,108469033.0,February
2018,2014-03-21,2014,50 to 1,Drama,Live Action,Dramatization,10000000,1069454,0,1069454.0,March
2019,2013-10-02,2013,Parkland,Drama,Live Action,Historical Fiction,10000000,641439,974914,1616353.0,October
2020,2013-08-30,2013,Hross i oss,Comedy,Live Action,Contemporary Fiction,10000000,11894,0,11894.0,August
2021,2013-05-03,2013,"Cinco de Mayo, La Batalla",Action,Live Action,Dramatization,10000000,173472,0,173472.0,May
2022,2015-10-21,2015,Paranormal Activity: The Ghost Dimension,Horror,Live Action,Contemporary Fiction,10000000,18297124,59662250,77959374.0,October
2023,2013-09-06,2013,Bad Words,Comedy,Live Action,Contemporary Fiction,10000000,7779614,63531,7843145.0,September
2024,2013-08-11,2013,The Last Days on Mars,Thriller/Suspense,Live Action,Science Fiction,10600000,24084,237280,261364.0,August
2025,2013-05-21,2013,La grande bellezza,Drama,Live Action,Contemporary Fiction,12000000,2883879,26665266,29549145.0,May
2026,2013-09-21,2013,Nebraska,Drama,Live Action,Contemporary Fiction,12000000,17654912,7106448,24761360.0,September
2027,2013-09-04,2013,About Time,Romantic Comedy,Live Action,Science Fiction,12000000,15323921,73985257,89309178.0,September
2028,2013-08-29,2013,Under the Skin,Thriller/Suspense,Live Action,Science Fiction,13300000,2614251,4615682,7229933.0,August
2029,2015-02-20,2015,Hot Tub Time Machine 2,Comedy,Live Action,Science Fiction,14000000,12314651,511993,12826644.0,February
2030,2015-03-15,2015,Broken Horses,Action,Live Action,Contemporary Fiction,15000000,0,3471,3471.0,March
2031,2013-07-18,2013,Khumba,Adventure,Digital Animation,Kids Fiction,15000000,0,20898221,20898221.0,July
2032,2013-07-03,2013,The Immigrant,Drama,Live Action,Historical Fiction,16000000,2013456,5571555,7585011.0,July
2034,2013-11-27,2013,Black Nativity,Musical,Live Action,Fantasy,17500000,7018188,266947,7285135.0,November
2035,2013-09-25,2013,Metallica Through the Never,Concert/Performance,Live Action,Factual,18000000,3419967,5662939,9082906.0,September
2036,2013-12-02,2013,The Railway Man,Drama,Live Action,Dramatization,18000000,4438438,19471772,23910210.0,December
2037,2013-08-16,2013,Jobs,Drama,Live Action,Dramatization,18000000,16131410,27271105,43402515.0,August
2038,2013-08-29,2013,Getaway,Thriller/Suspense,Live Action,Contemporary Fiction,18000000,10501938,1312051,11813989.0,August
2039,2013-11-08,2013,The Book Thief,Drama,Live Action,Historical Fiction,19000000,21488481,54598230,76086711.0,November
2040,2013-07-11,2013,The Frozen Ground,Thriller/Suspense,Live Action,Contemporary Fiction,19200000,0,5617460,5617460.0,July
2044,2013-09-12,2013,Machete Kills,Action,Live Action,Contemporary Fiction,20000000,8008161,10264848,18273009.0,September
2045,2013-09-21,2013,Battle of the Year,Drama,Live Action,Contemporary Fiction,20000000,8888355,7835022,16723377.0,September
2046,2013-07-18,2013,Metegol,Adventure,Digital Animation,Kids Fiction,22000000,0,34061097,34061097.0,July
2048,2014-09-03,2014,Before I Go to Sleep,Thriller/Suspense,Live Action,Contemporary Fiction,22000000,3242457,16321122,19563579.0,September
2049,2013-11-12,2013,Homefront,Action,Live Action,Contemporary Fiction,22000000,20158492,31536870,51695362.0,November
2050,2013-12-06,2013,Out of the Furnace,Drama,Live Action,Contemporary Fiction,22000000,11330849,4103526,15434375.0,December
2052,2010-05-22,2010,Redemption,Thriller/Suspense,Live Action,Contemporary Fiction,23000000,36686,13556787,13593473.0,May
2053,2013-12-18,2013,Dhoom 3,Action,Live Action,Contemporary Fiction,24000000,8031955,3691665,11723620.0,December
2054,2013-10-25,2013,The Counselor,Thriller/Suspense,Live Action,Contemporary Fiction,25000000,16973715,54035619,71009334.0,October
2055,2013-10-11,2013,The Fifth Estate,Drama,Live Action,Dramatization,26000000,3254172,2900000,6154172.0,October
2056,2013-08-22,2013,Blood Ties,Drama,Live Action,Contemporary Fiction,26000000,42472,2881487,2923959.0,August
2057,2014-10-08,2014,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Adventure,Live Action,Kids Fiction,28000000,66954149,34425138,101379287.0,October
2058,2013-09-07,2013,Space Pirate Captain Harlock,Adventure,Digital Animation,Science Fiction,30000000,0,310985,310985.0,September
2059,2014-05-14,2014,Grace of Monaco,Drama,Live Action,Dramatization,30000000,0,25199891,25199891.0,May
2060,2013-09-24,2013,Runner Runner,Thriller/Suspense,Live Action,Contemporary Fiction,30000000,19316646,41196034,60512680.0,September
2062,2013-10-16,2013,The Young and Prodigious T.S. Spivet,Adventure,Live Action,Contemporary Fiction,33000000,176847,180840,357687.0,October
2063,2013-12-06,2013,Mandela: Long Walk to Freedom,Drama,Live Action,Dramatization,35000000,8323085,21567317,29890402.0,December
2064,2013-01-10,2013,Yi dai zong shi,Action,Live Action,Dramatization,38600000,6594959,51392340,57987299.0,January
2066,2013-08-01,2013,Snowpiercer,Thriller/Suspense,Live Action,Science Fiction,40000000,4563029,83506851,88069880.0,August
2068,2014-02-13,2014,Winter's Tale,Drama,Live Action,Fantasy,60000000,12600231,9868389,22468620.0,February
2071,2014-05-08,2014,Legends of Oz: Dorothy’s Return,Adventure,Digital Animation,Kids Fiction,70000000,8462347,11645586,20107933.0,May
2072,2014-01-10,2014,The Legend of Hercules,Adventure,Live Action,Fantasy,70000000,18848538,40104781,58953319.0,January
2078,2015-03-19,2015,Danny Collins,Comedy,Live Action,Contemporary Fiction,10000000,5637066,2828779,8465845.0,March
2079,2015-07-01,2015,Strangerland,Drama,Live Action,Contemporary Fiction,10000000,17472,143625,161097.0,July
2080,2014-04-30,2014,Plastic,Action,Live Action,Contemporary Fiction,10000000,0,575371,575371.0,April
2081,2014-12-24,2014,Big Eyes,Drama,Live Action,Dramatization,10000000,14482031,12835841,27317872.0,December
2082,2014-09-11,2014,American Heist,Action,Live Action,Contemporary Fiction,10000000,0,2341218,2341218.0,September
2083,2014-11-07,2014,Rosewater,Drama,Live Action,Dramatization,10000000,3128941,56776,3185717.0,November
2084,2020-10-09,2020,Elsa & Fred,Comedy,Live Action,Contemporary Fiction,10000000,67657,130244,197901.0,October
2085,2014-09-28,2014,While We're Young,Comedy,Live Action,Contemporary Fiction,10000000,7582065,9921763,17503828.0,September
2086,2014-08-07,2014,Jungle Shuffle,Adventure,Digital Animation,Kids Fiction,10000000,0,360898,360898.0,August
2087,2014-04-30,2014,Barbecue,Comedy,Live Action,Contemporary Fiction,10000000,388,247177,247565.0,April
2088,2014-12-17,2014,La famille Bélier,Comedy,Live Action,Contemporary Fiction,11000000,0,82438670,82438670.0,December
2089,2014-10-09,2014,Trash,Adventure,Live Action,Contemporary Fiction,12000000,17484,6535702,6553186.0,October
2090,2014-12-12,2014,Top Five,Comedy,Live Action,Contemporary Fiction,12000000,25317379,684362,26001741.0,December
2091,2014-09-12,2014,The Drop,Drama,Live Action,Contemporary Fiction,12600000,10724389,8330145,19054534.0,September
2092,2015-10-16,2015,Suffragette,Drama,Live Action,Historical Fiction,14000000,4702420,29342489,34044909.0,October
2093,2014-10-31,2014,Mr. Turner,Drama,Live Action,Dramatization,14000000,3958546,21228480,25187026.0,October
2095,2014-08-27,2014,The November Man,Thriller/Suspense,Live Action,Contemporary Fiction,15000000,25018119,9802216,34820335.0,August
2096,2014-07-25,2014,A Most Wanted Man,Thriller/Suspense,Live Action,Contemporary Fiction,15000000,17237855,18831035,36068890.0,July
2097,2014-10-09,2014,Autómata,Thriller/Suspense,Live Action,Science Fiction,15000000,0,6775458,6775458.0,October
2098,2014-10-17,2014,"Men, Women and Children",Comedy,Live Action,Contemporary Fiction,16000000,705908,979495,1685403.0,October
2099,2014-05-18,2014,The Homesman,Western,Live Action,Historical Fiction,16000000,2429989,5787582,8217571.0,May
2100,2014-10-03,2014,Left Behind,Thriller/Suspense,Live Action,Science Fiction,16000000,14019924,6749285,20769209.0,October
2101,2014-08-13,2014,Let’s Be Cops,Comedy,Live Action,Contemporary Fiction,17000000,82390774,54500000,136890774.0,August
2102,2014-10-11,2014,Escobar: Paradise Lost,Drama,Live Action,Historical Fiction,17000000,195792,3721887,3917679.0,October
2103,2015-02-05,2015,"Mune, le gardien de la lune",Adventure,Digital Animation,Kids Fiction,17000000,0,14534046,14534046.0,February
2104,2014-07-20,2014,And So It Goes,Comedy,Live Action,Contemporary Fiction,18000000,15160801,2759212,17920013.0,July
2105,2014-08-27,2014,Birdman or (The Unexpected Virtue of Ignorance),Black Comedy,Live Action,Fantasy,18000000,42340598,60874496,103215094.0,August
2106,2019-07-02,2019,Wolves,Horror,Live Action,Fantasy,18000000,0,94953,94953.0,July
2107,2014-02-12,2014,Endless Love,Drama,Live Action,Contemporary Fiction,20000000,23438250,11279923,34718173.0,February
2108,2014-12-30,2014,A Most Violent Year,Drama,Live Action,Historical Fiction,20000000,5749134,3097741,8846875.0,December
2109,2015-10-02,2015,Burnt,Comedy,Live Action,Contemporary Fiction,20000000,13651946,23121564,36773510.0,October
2110,2016-09-02,2016,The Light Between Oceans,Drama,Live Action,Historical Fiction,20000000,12545979,9735753,22281732.0,September
2111,2014-12-25,2014,Inherent Vice,Drama,Live Action,Historical Fiction,20000000,8110975,6661371,14772346.0,December
2112,2015-04-23,2015,Little Boy,Drama,Live Action,Historical Fiction,20000000,6485961,11283338,17769299.0,April
2113,2014-12-25,2014,The Water Diviner,Drama,Live Action,Historical Fiction,22500000,4200117,26854610,31054727.0,December
2114,2015-12-31,2015,Jane Got a Gun,Western,Live Action,Historical Fiction,25000000,1513793,2257552,3771345.0,December
2116,2014-10-31,2014,Yi ge ren de wu lin,Action,Live Action,Contemporary Fiction,25000000,129115,0,129115.0,October
2117,2014-03-12,2014,Red Sky,Action,Live Action,Contemporary Fiction,25000000,0,91116,91116.0,March
2118,2015-02-10,2015,Accidental Love,Comedy,Live Action,Contemporary Fiction,26000000,0,135436,135436.0,February
2120,2014-04-22,2014,Brick Mansions,Action,Live Action,Science Fiction,28000000,20396829,53024395,73421224.0,April
2121,2015-09-11,2015,Our Brand is Crisis,Drama,Live Action,Contemporary Fiction,28000000,7002261,1592297,8594558.0,September
2123,2015-01-14,2015,Wild Card,Action,Live Action,Contemporary Fiction,30000000,3200,4312589,4315789.0,January
2124,2014-06-19,2014,United Passions,Drama,Live Action,Contemporary Fiction,30000000,918,167914,168832.0,June
2125,2013-12-24,2013,Thunder and the House of Magic,Adventure,Digital Animation,Kids Fiction,34000000,4091,62578429,62582520.0,December
2126,2014-03-28,2014,Sabotage,Action,Live Action,Contemporary Fiction,35000000,10508518,7867925,18376443.0,March
2127,2015-03-05,2015,Unfinished Business,Comedy,Live Action,Contemporary Fiction,35000000,10219501,2994550,13214051.0,March
2129,2015-11-10,2015,Victor Frankenstein,Thriller/Suspense,Live Action,Science Fiction,40000000,5775076,27194133,32969209.0,November
2130,2014-05-20,2014,Dragon Nest Warriors' Dawn,Adventure,Digital Animation,Kids Fiction,40000000,0,734423,734423.0,May
2131,2014-12-25,2014,The Interview,Comedy,Live Action,Contemporary Fiction,44000000,6105175,6237457,12342632.0,December
