,title,production_year,budget,dom_gross,int_gross,creative_type,prod_method,genre
1732,American Assassin,2016,63000000,36249674,32060466,Contemporary Fiction,Live Action,Thriller/Suspense
1733,Pete’s Dragon,2016,65000000,76233151,61535824,Kids Fiction,Animation/Live Action,Adventure
1734,The Finest Hours,2016,70000000,27569558,21683203,Dramatization,Live Action,Thriller/Suspense
1735,The Lego Ninjago Movie,2016,70000000,59281555,63455646,Kids Fiction,Digital Animation,Adventure
1736,Storks,2016,70000000,72679278,110674153,Kids Fiction,Digital Animation,Adventure
1737,Inferno,2016,75000000,34343574,185175793,Contemporary Fiction,Live Action,Thriller/Suspense
1738,Sing,2016,75000000,270329045,364125744,Kids Fiction,Digital Animation,Adventure
1739,Renegades,2016,77500000,0,1521672,Contemporary Fiction,Live Action,Action
1740,The Lego Batman Movie,2016,80000000,175750384,134909634,Kids Fiction,Digital Animation,Adventure
1741,The Greatest Showman,2016,84000000,174340174,212325376,Dramatization,Live Action,Musical
1742,xXx: Return of Xander Cage,2016,85000000,44898413,300134946,Contemporary Fiction,Live Action,Action
1743,Jumanji: Welcome to the Jungle,2016,90000000,404508916,559987277,Fantasy,Live Action,Adventure
1744,The Promise,2016,90000000,8224288,2327129,Historical Fiction,Live Action,Drama
1745,Now You See Me 2,2016,90000000,65075540,263249467,Contemporary Fiction,Live Action,Thriller/Suspense
1746,The Magnificent Seven,2016,90000000,93432655,69092501,Historical Fiction,Live Action,Western
1747,Alien: Covenant,2016,97000000,74262031,164259216,Science Fiction,Live Action,Horror
1748,Ice Age: Collision Course,2016,105000000,64063008,338093674,Kids Fiction,Digital Animation,Adventure
1749,Allied,2016,106000000,40098064,79168597,Historical Fiction,Live Action,Drama
1750,Ghost in the Shell,2016,110000000,40563557,127347133,Science Fiction,Live Action,Action
1751,Miss Peregrine’s Home for Peculiar Children,2016,110000000,87242834,208744042,Fantasy,Animation/Live Action,Adventure
1752,Passengers,2016,110000000,100014699,202224973,Science Fiction,Live Action,Thriller/Suspense
1753,Jason Bourne,2016,120000000,162192920,253975396,Contemporary Fiction,Live Action,Action
1754,Power Rangers,2016,120000000,85364450,57167102,Kids Fiction,Live Action,Action
1755,Trolls,2016,125000000,153707064,190365169,Kids Fiction,Digital Animation,Adventure
1756,Assassin’s Creed,2016,125000000,54647948,186111734,Science Fiction,Live Action,Action
1757,The Boss Baby,2016,125000000,175003033,335875729,Kids Fiction,Digital Animation,Adventure
1758,Logan,2016,127000000,226277068,389184326,Super Hero,Live Action,Action
1759,The BFG,2016,140000000,55483770,144162910,Kids Fiction,Animation/Live Action,Adventure
1760,Ghostbusters,2016,144000000,128350574,100658084,Science Fiction,Live Action,Comedy
1761,The Great Wall,2016,150000000,45157105,289329747,Historical Fiction,Live Action,Action
1762,Wonder Woman,2016,150000000,412563408,408569970,Super Hero,Live Action,Action
1763,Moana,2016,150000000,248757044,388760321,Kids Fiction,Digital Animation,Musical
1764,Beauty and the Beast,2016,160000000,504014165,755185541,Fantasy,Animation/Live Action,Musical
1765,Doctor Strange,2016,165000000,232641920,443762646,Super Hero,Live Action,Action
1766,Alice Through the Looking Glass,2016,170000000,77042381,199885731,Fantasy,Animation/Live Action,Adventure
1767,King Arthur: Legend of the Sword,2016,175000000,39175066,100455270,Fantasy,Live Action,Adventure
1768,Spider-Man: Homecoming,2016,175000000,334201140,545965210,Super Hero,Live Action,Action
1769,Suicide Squad,2016,175000000,325100054,420959833,Super Hero,Live Action,Action
1770,Fantastic Beasts and Where to Find Them,2016,180000000,234037575,568365278,Fantasy,Live Action,Adventure
1771,Kong: Skull Island,2016,185000000,168052812,393019247,Science Fiction,Live Action,Adventure
1772,Star Trek Beyond,2016,185000000,158848340,176953893,Science Fiction,Live Action,Adventure
1773,The Mummy,2016,195000000,80101125,329852780,Historical Fiction,Live Action,Adventure
1774,Guardians of the Galaxy Vol 2,2016,200000000,389813101,472503132,Super Hero,Live Action,Action
1775,Rogue One: A Star Wars Story,2016,200000000,532177324,516925532,Science Fiction,Animation/Live Action,Adventure
1776,Pirates of the Caribbean: Dead Men Tell No Tales,2016,230000000,172558876,615682261,Fantasy,Live Action,Adventure
1777,The Fate of the Furious,2016,250000000,225764765,1009081502,Contemporary Fiction,Live Action,Action
1778,Jigsaw,2017,10000000,38052832,64392364,Contemporary Fiction,Live Action,Horror
1779,Lady Bird,2017,10000000,48958273,29652496,Contemporary Fiction,Live Action,Drama
1780,Insidious: The Last Key,2017,10000000,67745330,100140258,Contemporary Fiction,Live Action,Horror
1781,"Love, Simon",2017,10000000,40826341,24694292,Contemporary Fiction,Live Action,Drama
1782,Hereditary,2017,10000000,44069456,26064449,Contemporary Fiction,Live Action,Horror
1783,Teen Titans Go! To The Movies,2017,10000000,29790236,21830357,Kids Fiction,Digital Animation,Adventure
1784,Book Club,2017,10000000,68566296,21126287,Contemporary Fiction,Live Action,Comedy
1785,"Everything, Everything",2017,10000000,34121140,27481996,Contemporary Fiction,Live Action,Drama
1786,"I, Tonya",2017,11000000,30014534,23782875,Dramatization,Live Action,Black Comedy
1787,Fighting With My Family,2017,11000000,16214767,2709754,Dramatization,Live Action,Comedy
1788,"Three Billboards Outside Ebbing, Missouri",2017,12000000,54513740,105678175,Contemporary Fiction,Live Action,Black Comedy
1789,Marshall,2017,12000000,10051659,65157,Dramatization,Live Action,Drama
1790,Overboard,2017,12000000,50316123,35053707,Contemporary Fiction,Live Action,Romantic Comedy
1791,The First Purge,2017,13000000,69488745,67128560,Contemporary Fiction,Live Action,Horror
1792,BlacKkKlansman,2017,15000000,48686605,41570845,Dramatization,Live Action,Thriller/Suspense
1793,Hotel Artemis,2017,15000000,6708137,6050662,Science Fiction,Live Action,Thriller/Suspense
1794,Superfly,2017,16000000,20537137,186444,Contemporary Fiction,Live Action,Action
1795,A Quiet Place,2017,17000000,188024361,146497933,Contemporary Fiction,Live Action,Horror
1796,Action Point,2017,19000000,5059608,44067,Contemporary Fiction,Live Action,Comedy
1797,The Shape of Water,2017,19500000,63859435,125335785,Historical Fiction,Live Action,Drama
1798,Flatliners,2017,20000000,16883115,28290623,Science Fiction,Live Action,Thriller/Suspense
1799,Tyler Perry’s Boo 2! A Madea Halloween,2017,20000000,47319572,560000,Contemporary Fiction,Live Action,Comedy
1800,Acrimony,2017,20000000,43549096,3078740,Contemporary Fiction,Live Action,Thriller/Suspense
1801,Suspiria,2017,20000000,2483472,4203796,Historical Fiction,Live Action,Horror
1802,A Simple Favor,2017,20000000,53548586,43626331,Contemporary Fiction,Live Action,Thriller/Suspense
1803,Jìyì dàshī,2017,20000000,587470,43301061,Contemporary Fiction,Live Action,Thriller/Suspense
1804,Thank You for Your Service,2017,20000000,9479390,505926,Dramatization,Live Action,Drama
1805,The Star,2017,20000000,40847995,21910015,Kids Fiction,Digital Animation,Adventure
1806,Blockers,2017,21000000,60311495,33733833,Contemporary Fiction,Live Action,Comedy
1807,Just Getting Started,2017,22000000,6069605,686807,Contemporary Fiction,Live Action,Comedy
1808,"Roman J. Israel, Esq.",2017,22000000,11962712,1004300,Contemporary Fiction,Live Action,Drama
1809,Chāi dàn zhuānjiā,2017,23000000,0,58807172,Contemporary Fiction,Live Action,Action
1810,Battle of the Sexes,2017,25000000,12638526,5806853,Dramatization,Live Action,Drama
1811,Beautiful Boy,2017,25000000,7634767,3954994,Contemporary Fiction,Live Action,Drama
1812,Matilda,2017,25000000,0,9370285,Dramatization,Live Action,Drama
1813,Tag,2017,28000000,54730625,22295561,Contemporary Fiction,Live Action,Comedy
1814,A Bad Moms Christmas,2017,28000000,72110659,55599891,Contemporary Fiction,Live Action,Comedy
1815,Girls Trip,2017,28000000,115108515,25777838,Contemporary Fiction,Live Action,Comedy
1816,Logan Lucky,2017,29000000,27778642,16485629,Contemporary Fiction,Live Action,Comedy
1817,Night School,2017,29000000,77339130,25669662,Contemporary Fiction,Live Action,Comedy
1818,Molly’s Game,2017,30000000,28780744,24515680,Dramatization,Live Action,Drama
1819,mother!,2017,30000000,17800004,24731072,Contemporary Fiction,Live Action,Thriller/Suspense
1820,Life of the Party,2017,30000000,53059911,12700000,Contemporary Fiction,Live Action,Comedy
1821,Atomic Blonde,2017,30000000,51573925,46771498,Historical Fiction,Live Action,Thriller/Suspense
1822,Kin,2017,30000000,5718096,4378725,Science Fiction,Live Action,Action
1823,Death Wish,2017,30000000,34017028,14558937,Contemporary Fiction,Live Action,Action
1824,White Boy Rick,2017,30000000,24004833,1333563,Dramatization,Live Action,Drama
1825,Den of Thieves,2017,30000000,44947622,35183769,Contemporary Fiction,Live Action,Action
1826,The Hitman’s Bodyguard,2017,30000000,75468583,97310084,Contemporary Fiction,Live Action,Action
1827,Darkest Hour,2017,30000000,56443120,93912708,Dramatization,Live Action,Drama
1828,The 15:17 to Paris,2017,30000000,36276286,19819914,Dramatization,Live Action,Drama
1829,Proud Mary,2017,30000000,20868638,840901,Contemporary Fiction,Live Action,Action
1830,I Feel Pretty,2017,32000000,48795601,42758196,Contemporary Fiction,Live Action,Comedy
1831,Baby Driver,2017,34000000,107825862,120278323,Contemporary Fiction,Live Action,Thriller/Suspense
1832,Adrift,2017,35000000,31445011,26452180,Dramatization,Live Action,Drama
1833,It,2017,35000000,327481748,369976221,Historical Fiction,Live Action,Horror
1834,Sicario: Day of the Soldado,2017,35000000,50065850,25819346,Contemporary Fiction,Live Action,Action
1835,The Snowman,2017,35000000,6670765,36555381,Contemporary Fiction,Live Action,Thriller/Suspense
1836,12 Strong,2017,35000000,45819713,25298665,Historical Fiction,Live Action,Drama
1837,The Foreigner,2017,35000000,34393507,106389853,Contemporary Fiction,Live Action,Action
1838,A Star is Born,2017,36000000,213623201,214277812,Contemporary Fiction,Live Action,Drama
1839,Game Night,2017,37000000,69179066,48199018,Contemporary Fiction,Live Action,Comedy
1840,The Upside,2017,37500000,103386274,10800000,Dramatization,Live Action,Comedy
1841,The Sisters Brothers,2017,38000000,3143056,7227660,Historical Fiction,Live Action,Western
1842,Captain Underpants: The First Epic Movie,2017,38000000,73921000,52656874,Kids Fiction,Digital Animation,Adventure
1843,Only the Brave,2017,38000000,18340051,6215126,Dramatization,Live Action,Drama
1844,The House with a Clock in its Walls,2017,40000000,68549695,57782055,Fantasy,Live Action,Horror
1845,The Hurricane Heist,2017,40000000,6115824,24847860,Contemporary Fiction,Live Action,Thriller/Suspense
1846,Snatched,2017,42000000,45852178,11999999,Contemporary Fiction,Live Action,Comedy
1847,The Girl in the Spider’s Web,2017,43000000,14828555,20151149,Contemporary Fiction,Live Action,Thriller/Suspense
1848,Pitch Perfect 3,2017,45000000,104897530,80838882,Contemporary Fiction,Live Action,Comedy
1849,American Made,2017,50000000,51342000,84227212,Dramatization,Live Action,Thriller/Suspense
1850,The Post,2017,50000000,81903458,97845422,Dramatization,Live Action,Drama
1851,Peter Rabbit,2017,50000000,115234093,231902384,Kids Fiction,Animation/Live Action,Adventure
1852,The Emoji Movie,2017,50000000,86089513,130479466,Kids Fiction,Digital Animation,Adventure
1853,Early Man,2017,50000000,8267544,37018346,Kids Fiction,Stop-Motion Animation,Adventure
1854,Murder on the Orient Express,2017,55000000,102826543,243096187,Historical Fiction,Live Action,Drama
1855,Annihilation,2017,55000000,32732301,10338614,Science Fiction,Live Action,Thriller/Suspense
1856,Fifty Shades Freed,2017,55000000,100407760,270942859,Contemporary Fiction,Live Action,Drama
1857,Sherlock Gnomes,2017,59000000,43242871,44284780,Kids Fiction,Digital Animation,Adventure
1858,The Dark Tower,2017,60000000,50701325,62760202,Science Fiction,Live Action,Western
1859,Baywatch,2017,60000000,58060186,117803597,Contemporary Fiction,Live Action,Comedy
1860,Maze Runner: The Death Cure,2017,61000000,58032443,207846093,Science Fiction,Live Action,Thriller/Suspense
1861,Hotel Transylvania 3: Summer Vacation,2017,65000000,167500092,360612595,Kids Fiction,Digital Animation,Adventure
1862,Downsizing,2017,68000000,24449754,24242765,Science Fiction,Live Action,Comedy
1863,Red Sparrow,2017,69000000,46874505,99077356,Contemporary Fiction,Live Action,Thriller/Suspense
1864,Ocean’s 8,2017,70000000,140218711,156897265,Contemporary Fiction,Live Action,Action
1865,Daddy’s Home 2,2017,70000000,104029443,71777740,Contemporary Fiction,Live Action,Comedy
1866,Despicable Me 3,2017,75000000,264624300,770198073,Kids Fiction,Digital Animation,Adventure
1867,The Equalizer 2,2017,77000000,102084362,88368770,Contemporary Fiction,Live Action,Action
1868,The Predator,2017,88000000,51024708,108462855,Science Fiction,Live Action,Action
1869,Tomb Raider,2017,90000000,58250803,215226698,Contemporary Fiction,Live Action,Action
1870,Geostorm,2017,100000000,33700160,187095849,Science Fiction,Live Action,Action
1871,Bumblebee,2017,102000000,127184566,331262510,Science Fiction,Live Action,Adventure
1872,A Wrinkle in Time,2017,103000000,100478608,32923274,Fantasy,Live Action,Adventure
1873,Kingsman: The Golden Circle,2017,104000000,100234838,308568858,Contemporary Fiction,Live Action,Action
1874,Deadpool 2,2017,110000000,324591735,462088822,Super Hero,Live Action,Action
1875,Ferdinand,2017,111000000,84410380,205448783,Kids Fiction,Digital Animation,Adventure
1876,Rampage,2017,120000000,101028233,327028047,Science Fiction,Live Action,Action
1877,Skyscraper,2017,125000000,68420120,235695414,Contemporary Fiction,Live Action,Action
1878,Ant-Man and the Wasp,2017,130000000,216648740,406495920,Super Hero,Live Action,Action
1879,Ready Player One,2017,150000000,137690172,441599964,Science Fiction,Animation/Live Action,Adventure
1880,Dunkirk,2017,150000000,190068280,309769088,Dramatization,Live Action,Action
1881,War for the Planet of the Apes,2017,152000000,146880162,342712105,Science Fiction,Animation/Live Action,Action
1882,Pacific Rim: Uprising,2017,155000000,59874525,231055623,Science Fiction,Live Action,Action
1883,Jurassic World: Fallen Kingdom,2017,170000000,417719760,888053039,Science Fiction,Live Action,Action
1884,Cars 3,2017,175000000,152901115,230648036,Kids Fiction,Digital Animation,Adventure
1885,Coco,2017,175000000,209726015,588294210,Kids Fiction,Digital Animation,Musical
1886,The Meg,2017,178000000,145443742,384086973,Science Fiction,Live Action,Action
1887,Thor: Ragnarok,2017,180000000,315058289,531921735,Super Hero,Live Action,Action
1888,Valerian and the City of a Thousand Planets,2017,180000000,40479370,174618986,Science Fiction,Live Action,Adventure
1889,Blade Runner 2049,2017,185000000,92054159,167303249,Science Fiction,Live Action,Thriller/Suspense
1890,Incredibles 2,2017,200000000,608581744,633950692,Kids Fiction,Digital Animation,Adventure
1891,Black Panther,2017,200000000,700059566,648198658,Super Hero,Live Action,Action
1892,Transformers: The Last Knight,2017,217000000,130168683,472724657,Science Fiction,Animation/Live Action,Action
1893,Solo: A Star Wars Story,2017,250000000,213767512,179383835,Science Fiction,Live Action,Adventure
1894,Justice League,2017,300000000,229024295,426920914,Super Hero,Live Action,Action
1895,Avengers: Infinity War,2017,300000000,678815482,1369982200,Super Hero,Animation/Live Action,Action
1896,Star Wars Ep. VIII: The Last Jedi,2017,317000000,620181382,696540365,Science Fiction,Live Action,Adventure
1897,Halloween,2018,10000000,159342015,93797291,Contemporary Fiction,Live Action,Horror
1898,PMC: deo beong-keo,2018,10300000,0,12478635,Contemporary Fiction,Live Action,Action
1899,Miss Bala,2018,15000000,14870702,110462,Contemporary Fiction,Live Action,Action
1900,Second Act,2018,15700000,39282227,24085620,Contemporary Fiction,Live Action,Comedy
1901,Nobody’s Fool,2018,19000000,31713110,876383,Contemporary Fiction,Live Action,Drama
1902,What Men Want,2018,20000000,50610602,6273877,Contemporary Fiction,Live Action,Comedy
1903,Glass,2018,20000000,109736195,134300000,Contemporary Fiction,Live Action,Thriller/Suspense
1904,Serenity,2018,25000000,8540680,2301588,Contemporary Fiction,Live Action,Thriller/Suspense
1905,Peppermint,2018,25000000,35418723,16393677,Contemporary Fiction,Live Action,Action
1906,Green Book,2018,28900000,77301246,112039078,Dramatization,Live Action,Comedy
1907,Crazy Rich Asians,2018,30000000,174532921,63566790,Contemporary Fiction,Live Action,Romantic Comedy
1908,Isn’t it Romantic,2018,31000000,41435501,0,Contemporary Fiction,Live Action,Romantic Comedy
1909,Bad Times at the El Royale,2018,32000000,17839115,11365264,Historical Fiction,Live Action,Thriller/Suspense
1910,Goosebumps 2: Haunted Halloween,2018,35000000,46697321,46594157,Kids Fiction,Live Action,Horror
1911,Mile 22,2018,35000000,36108758,30186363,Contemporary Fiction,Live Action,Action
1912,Widows,2018,40000000,42402632,31463456,Contemporary Fiction,Live Action,Thriller/Suspense
1913,Holmes & Watson,2018,42000000,30568743,11347923,Historical Fiction,Live Action,Comedy
1914,Instant Family,2018,48000000,67363237,47127851,Contemporary Fiction,Live Action,Comedy
1915,The Mule,2018,50000000,103678298,47511103,Dramatization,Live Action,Drama
1916,Creed II,2018,50000000,115704387,96950000,Contemporary Fiction,Live Action,Drama
1917,Bohemian Rhapsody,2018,55000000,214776464,653781913,Dramatization,Live Action,Drama
1918,The Kid Who Would Be King,2018,59000000,16674053,9400000,Fantasy,Live Action,Adventure
1919,Vice,2018,60000000,47645509,19026109,Dramatization,Live Action,Black Comedy
1920,First Man,2018,60000000,44936545,59614603,Dramatization,Live Action,Drama
1921,Christopher Robin,2018,75000000,99215042,98289716,Kids Fiction,Animation/Live Action,Adventure
1922,Dr. Seuss’ The Grinch,2018,75000000,270620950,240036610,Kids Fiction,Digital Animation,Adventure
1923,Smallfoot,2018,80000000,83240103,130453506,Kids Fiction,Digital Animation,Adventure
1924,Spider-Man: Into The Spider-Verse 3D,2018,90000000,188016276,175962777,Super Hero,Digital Animation,Adventure
1925,The LEGO Movie 2: The Second Part,2018,99000000,92976395,61100000,Kids Fiction,Digital Animation,Adventure
1926,Robin Hood,2018,99000000,30824628,53922813,Historical Fiction,Live Action,Action
1927,Mortal Engines,2018,100000000,15951040,88282825,Science Fiction,Live Action,Action
1928,Venom,2018,116000000,213511408,640117197,Super Hero,Animation/Live Action,Action
1929,How to Train Your Dragon: The Hidden World,2018,129000000,103592715,277568527,Kids Fiction,Digital Animation,Adventure
1930,Mary Poppins Returns,2018,130000000,171282866,175400000,Kids Fiction,Live Action,Musical
1931,The Nutcracker and the Four Realms,2018,132900000,54858851,115435048,Fantasy,Live Action,Adventure
1932,Aquaman,2018,160000000,333804251,805605026,Super Hero,Live Action,Action
1933,Ralph Breaks The Internet,2018,175000000,200236625,319167373,Kids Fiction,Digital Animation,Adventure
1934,Mission: Impossible—Fallout,2018,178000000,220159104,567297448,Contemporary Fiction,Live Action,Action
1935,Fantastic Beasts: The Crimes of Grindelwald,2018,200000000,159555901,492664185,Fantasy,Live Action,Adventure
